48842,14,,,,,,,,,,,,,
age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,incomes
32,7,210926,2,7,6,7,5,5,1,0,0,40,28,1
60,3,255711,10,13,7,11,5,5,1,0,0,60,40,2
23,5,77581,10,13,5,5,4,5,2,0,0,40,40,1
29,5,152461,10,13,5,11,5,5,1,14344,0,50,40,2
22,5,203263,12,9,5,4,4,5,2,0,0,50,40,1
25,5,261519,12,9,5,13,4,5,2,0,0,35,40,1
29,5,91189,10,13,3,8,1,5,2,0,0,48,40,1
90,2,195433,12,9,3,4,1,5,2,0,0,30,40,1
37,3,272471,12,9,1,2,5,5,1,0,0,40,40,1
32,5,311524,12,9,5,4,4,3,2,0,0,38,40,1
18,5,151386,12,9,4,9,4,3,2,0,0,40,24,1
35,5,187625,16,10,5,9,2,5,1,0,0,65,40,1
50,5,108933,7,5,3,4,1,5,2,2885,0,40,40,1
54,5,135388,12,9,3,4,1,5,2,5178,0,40,40,2
43,5,169383,10,13,3,5,1,5,2,0,0,45,40,2
28,6,191129,12,9,5,5,2,5,2,0,0,65,40,2
51,5,467611,7,5,3,6,1,5,2,0,0,40,27,1
31,5,373185,16,10,5,4,5,5,2,0,0,42,27,1
69,5,130060,12,9,6,15,5,3,1,2387,0,40,40,1
57,5,199934,10,13,3,5,1,5,2,0,0,40,40,2
71,1,116165,16,10,7,1,2,5,1,0,0,14,3,1
28,5,42881,1,6,1,8,4,5,1,0,0,40,40,1
28,1,174666,1,6,6,1,2,5,2,0,0,80,40,1
25,5,169759,12,9,5,7,4,5,2,0,0,95,40,1
49,7,181547,8,12,3,4,1,5,2,0,0,30,5,1
52,5,95704,7,5,3,7,1,5,2,0,0,40,40,1
23,5,237432,10,13,5,11,2,5,2,0,0,40,1,1
32,5,226267,5,3,4,4,3,5,2,0,0,40,9,1
31,5,159979,16,10,5,13,2,2,1,0,0,50,40,1
30,5,203488,12,9,5,4,4,5,2,0,0,50,40,1
24,5,403671,12,9,3,4,1,5,2,0,0,60,40,1
45,5,192323,8,12,3,4,1,5,2,0,0,66,42,1
30,5,167832,12,9,3,8,1,5,2,0,0,40,40,1
52,5,145166,10,13,3,5,1,5,2,15024,0,55,40,2
42,8,155657,12,9,1,2,2,3,1,0,0,25,40,1
49,5,116789,12,9,3,6,1,5,2,0,0,40,40,1
20,5,39234,12,9,5,9,4,5,2,0,0,30,40,1
25,5,124111,10,13,5,2,4,5,1,0,0,40,40,1
41,5,172828,7,5,3,9,1,5,2,0,0,55,29,1
55,5,143372,12,9,1,13,5,3,1,0,0,40,40,1
31,7,265807,9,11,3,5,1,5,2,3137,0,50,40,1
25,8,218184,10,13,5,12,2,3,1,0,0,40,40,1
32,5,154087,12,9,3,5,1,5,2,0,0,40,40,1
29,2,440647,16,10,5,2,3,5,2,0,0,40,40,1
37,5,193952,12,9,1,9,2,3,1,0,0,40,1,1
52,5,125932,6,4,7,9,2,5,1,0,0,40,40,1
19,5,284652,16,10,5,2,4,5,1,0,0,15,40,1
21,1,214635,16,10,5,1,4,5,2,0,0,24,40,1
43,5,173316,8,12,1,4,2,5,2,0,0,40,40,1
39,8,65390,16,10,3,2,1,5,2,0,0,40,1,1
40,6,45054,16,10,3,15,1,5,2,0,0,40,40,2
54,5,185042,4,2,6,10,3,5,1,0,0,40,27,1
35,5,117381,10,13,1,13,2,5,2,0,0,40,40,1
34,5,258666,9,11,5,14,2,5,1,0,1974,40,40,1
35,5,179668,16,10,3,11,1,5,2,0,0,40,40,2
57,5,127277,11,16,3,11,1,2,2,0,0,40,37,2
26,5,192022,10,13,5,9,3,5,1,0,0,40,40,1
55,7,99551,10,13,7,13,5,5,1,0,0,15,40,1
51,5,208899,10,13,6,2,5,5,1,0,0,40,40,1
35,5,287658,8,12,5,15,2,3,2,0,0,30,24,1
31,5,196125,12,9,3,7,1,5,2,0,0,40,40,1
17,5,275051,2,7,5,2,4,5,1,0,0,8,40,1
38,5,23892,12,9,3,8,6,5,1,0,0,40,40,1
39,2,376455,15,15,3,11,1,5,2,0,1887,50,40,2
29,5,267989,12,9,3,4,1,5,2,0,0,45,40,1
39,5,30269,9,11,1,13,5,5,1,0,0,40,40,1
42,5,204235,16,10,3,11,1,5,2,0,0,40,40,2
46,3,209057,13,14,3,5,1,5,2,0,0,50,40,2
73,5,349347,6,4,3,7,1,5,2,0,0,25,40,1
47,3,154033,16,10,1,11,2,5,1,0,1876,40,40,1
28,5,124680,12,9,5,13,5,5,1,0,0,70,40,1
27,5,132805,1,6,5,13,3,5,2,0,1980,40,40,1
38,5,99233,15,15,5,5,2,5,2,0,0,40,40,2
19,5,224849,12,9,5,13,2,5,2,0,0,35,40,1
60,3,101110,9,11,1,11,5,5,2,0,0,40,40,2
24,5,184839,16,10,5,8,2,5,2,0,0,40,40,1
52,5,302847,2,7,3,8,1,5,2,0,0,40,40,1
36,5,181322,10,13,1,5,2,5,1,0,0,45,40,1
26,3,192213,13,14,5,11,2,5,1,0,0,40,3,1
28,8,37250,10,13,5,11,4,5,2,0,0,16,40,1
38,6,140854,10,13,3,4,1,5,2,0,0,50,40,2
47,5,158286,13,14,3,5,1,5,2,0,0,50,40,2
50,5,269095,10,13,1,5,5,5,1,0,0,40,40,2
27,5,279960,12,9,3,13,1,5,2,0,0,40,40,1
47,5,176239,16,10,7,11,5,5,1,0,0,40,40,1
36,5,115360,1,6,3,8,4,5,1,3464,0,40,40,1
49,5,337666,12,9,1,8,2,3,2,0,0,40,40,1
68,1,255276,16,10,3,1,1,5,2,0,0,48,40,2
63,5,145212,12,9,1,5,2,5,1,0,0,40,40,1
36,5,185099,12,9,3,15,1,5,2,0,0,70,40,2
42,5,142756,16,10,1,2,5,5,1,0,0,35,40,1
28,5,156300,13,14,5,5,2,3,1,0,0,45,40,1
68,1,186266,12,9,3,1,6,5,1,0,0,8,40,1
38,5,219137,12,9,3,2,6,5,1,0,0,22,40,1
43,5,110970,10,13,3,11,1,5,2,0,1902,40,40,2
49,5,203067,16,10,3,11,1,5,2,0,0,40,40,2
59,5,148844,12,9,1,8,2,5,1,0,0,40,40,1
25,5,154941,10,13,3,13,1,5,2,0,0,40,40,2
26,5,124111,8,12,5,11,2,5,1,0,0,36,40,1
59,5,157303,16,10,1,11,2,5,1,0,0,48,40,1
34,5,113838,16,10,3,4,1,5,2,0,0,45,40,1
34,5,165737,13,14,3,11,1,2,2,0,0,43,20,2
67,5,140849,12,9,7,9,2,5,1,0,0,24,40,1
45,5,200363,9,11,1,5,2,5,1,0,0,44,40,1
64,5,180247,6,4,3,4,1,3,2,0,0,40,40,1
51,5,82578,13,14,3,11,1,5,2,0,0,38,3,2
31,5,227146,10,13,3,13,1,5,2,0,0,55,40,2
42,6,348886,10,13,3,5,1,5,2,0,0,45,40,2
65,5,90907,5,3,3,9,1,2,2,0,0,40,40,1
23,5,142766,16,10,5,2,2,5,2,0,0,20,40,1
31,5,246439,16,10,3,4,1,5,2,0,0,45,40,1
33,5,184784,1,6,1,8,2,5,1,0,0,40,40,1
17,3,195262,2,7,5,4,4,5,2,0,0,35,40,1
63,5,167967,13,14,3,7,1,5,2,0,0,46,40,1
48,5,145636,12,9,3,8,1,5,2,0,0,60,40,2
45,3,170099,8,12,3,7,1,5,2,0,0,40,40,1
17,5,228253,1,6,5,7,4,5,2,0,0,10,40,1
26,3,205570,12,9,3,4,1,5,2,0,0,40,40,1
38,2,506830,16,10,1,14,5,3,1,0,0,40,40,1
29,5,412435,12,9,3,5,6,5,1,0,0,40,29,1
44,5,163331,16,10,7,2,5,5,1,0,0,32,40,1
43,2,222756,13,14,3,4,1,5,2,0,0,40,40,1
39,8,318918,10,13,3,5,1,5,2,0,0,40,40,1
43,5,105188,12,9,5,9,2,3,2,0,0,40,15,1
23,5,199884,12,9,5,2,5,5,1,0,0,45,40,1
19,5,96483,12,9,5,9,4,2,1,0,0,40,40,1
49,7,192203,7,5,3,4,1,5,2,0,0,40,3,1
52,5,203392,16,10,3,4,1,5,2,5013,0,40,40,1
32,5,99646,12,9,3,15,1,5,2,0,0,50,40,1
38,5,167440,10,13,3,15,1,5,2,4508,0,40,40,1
25,1,210095,5,3,5,1,5,5,1,0,0,25,9,1
44,5,219591,16,10,1,7,4,5,2,0,0,40,40,1
63,5,30270,6,4,3,13,1,5,2,0,0,40,40,1
42,3,226020,12,9,6,9,2,3,1,0,0,60,1,1
21,5,314165,16,10,5,13,4,5,2,0,0,40,5,1
32,5,330715,16,10,3,4,1,5,2,0,0,40,40,1
24,7,35448,12,9,6,9,5,5,1,0,0,50,40,1
50,8,172970,12,9,3,15,1,5,2,0,0,40,34,1
26,6,189502,10,13,3,13,1,5,2,0,0,80,40,2
35,5,61518,12,9,3,5,1,5,2,0,0,35,40,1
31,5,574005,10,13,3,4,1,5,2,0,0,44,40,2
24,5,281356,4,2,5,6,2,4,2,0,0,66,27,1
40,5,138975,12,9,3,4,1,5,2,0,0,56,40,1
31,5,176969,10,13,5,5,2,5,2,0,0,55,40,1
43,5,132393,12,9,5,7,4,5,2,0,0,40,32,1
44,5,194924,12,9,3,13,1,5,2,0,0,35,40,2
40,5,478205,10,13,5,11,3,5,1,0,0,40,40,1
75,1,128224,5,3,3,1,1,5,2,0,0,25,40,1
52,3,30118,16,10,3,12,1,5,2,3137,0,42,40,1
51,7,290688,5,3,3,4,1,5,2,0,0,40,40,1
39,8,85566,10,13,3,11,1,5,2,0,0,40,40,1
40,5,121874,8,12,3,13,1,5,2,7688,0,50,40,2
40,7,29036,16,10,5,8,2,5,2,0,0,35,40,1
33,5,348152,12,9,3,4,1,5,2,0,0,40,40,1
38,3,73715,16,10,3,12,1,5,2,0,0,60,40,2
29,5,151382,9,11,1,7,5,5,2,0,0,50,40,1
37,5,236359,16,10,1,2,2,3,1,0,0,37,40,1
37,5,19899,12,9,3,4,1,5,2,15024,0,45,40,2
19,5,138760,12,9,5,8,4,5,2,0,0,40,40,1
46,3,354962,12,9,3,8,1,3,2,0,0,40,40,1
46,5,181363,8,12,3,5,1,5,2,0,0,40,40,2
37,5,393360,16,10,5,12,4,3,2,0,0,30,40,1
34,5,210736,16,10,6,2,5,3,1,0,0,40,1,1
38,5,110013,16,10,1,2,5,5,1,0,0,43,40,1
26,5,193304,12,9,3,4,1,5,2,0,0,40,40,1
34,5,118551,10,13,5,9,2,5,1,0,0,35,40,1
57,5,201991,10,13,3,11,1,5,2,0,0,40,40,1
33,5,157446,2,7,5,4,2,5,2,0,0,65,40,1
26,3,283217,16,10,5,12,4,5,2,0,0,40,40,1
20,5,247794,12,9,5,13,2,5,1,0,0,84,40,1
38,5,43712,10,13,3,11,1,5,2,7298,0,60,40,2
61,5,35649,16,10,3,9,1,5,2,0,0,6,40,1
36,7,342719,11,16,3,11,1,5,2,0,0,45,1,2
61,1,71467,12,9,3,1,1,5,2,3103,0,40,40,2
17,5,271837,16,10,5,4,4,5,2,0,0,16,40,1
40,5,400061,16,10,3,8,1,4,2,0,0,40,40,2
18,5,62972,2,7,5,9,4,5,2,0,0,16,40,1
21,5,174907,8,12,5,13,4,5,1,0,0,32,40,1
41,5,176452,12,9,5,9,4,5,2,0,0,40,30,1
46,5,268358,2,7,6,8,2,5,1,0,0,40,40,1
55,2,176904,12,9,3,5,1,5,2,0,0,40,40,1
27,5,176683,8,12,5,13,2,5,2,0,0,52,40,1
39,5,98077,12,9,3,9,1,5,2,0,0,42,40,1
36,5,266461,12,9,5,15,4,3,2,0,0,48,40,1
51,5,312477,16,10,3,15,1,5,2,3908,0,40,40,1
27,5,604045,10,13,5,13,2,5,2,0,0,40,40,1
30,3,131568,10,13,3,11,1,5,2,0,0,40,40,2
42,5,97688,12,9,1,13,2,5,2,0,0,47,40,1
23,5,373628,10,13,5,9,4,5,1,0,0,20,40,1
56,5,367984,9,11,3,5,1,5,2,15024,0,40,40,2
41,7,193459,16,10,3,4,1,5,2,0,0,50,40,1
49,5,250733,12,9,3,4,1,5,2,0,0,46,40,1
46,2,199725,9,11,1,4,2,1,1,0,0,60,40,1
54,5,156877,12,9,3,4,1,5,2,0,0,40,13,1
38,5,122076,16,10,3,15,1,5,2,7298,0,43,40,2
45,7,216402,15,15,3,11,1,2,2,0,0,50,20,2
50,7,42402,15,15,3,11,1,5,2,0,2415,30,40,2
22,5,315974,16,10,5,13,2,5,1,0,0,40,40,1
31,5,63437,12,9,5,6,2,5,2,0,0,40,22,1
27,5,160786,12,9,1,9,2,5,2,0,0,30,40,1
34,5,85374,12,9,3,4,1,5,2,0,0,40,40,1
46,5,465974,2,7,5,15,4,5,2,0,0,30,40,1
47,5,78529,10,13,3,13,1,5,2,0,0,60,40,2
36,8,98037,9,11,3,9,1,2,2,0,0,40,40,1
22,5,178390,12,9,5,7,4,5,2,0,0,40,40,1
51,5,210940,12,9,3,13,1,5,2,0,2002,45,40,1
43,5,64506,16,10,1,9,2,5,2,0,0,30,40,1
54,5,128378,16,10,7,11,2,5,2,0,0,50,40,1
24,5,234460,7,5,5,8,4,3,1,0,0,40,7,1
29,5,176760,15,15,5,11,2,2,2,0,0,55,40,1
40,8,59460,16,10,1,2,5,5,1,0,0,38,40,1
18,5,234428,2,7,5,9,4,5,2,0,0,20,40,1
31,5,215047,10,13,5,2,2,5,2,0,0,50,40,1
57,5,140426,11,16,3,14,1,5,2,0,1977,40,12,2
32,5,191777,13,14,5,2,2,3,1,0,0,40,40,1
48,5,148995,13,14,3,5,1,5,2,0,0,40,40,2
24,5,229773,16,10,3,4,1,5,2,0,0,35,40,1
24,5,174461,8,12,1,9,2,5,1,0,0,22,40,1
24,5,250647,9,11,3,4,1,5,2,0,0,40,14,1
49,3,119904,10,13,3,11,6,5,1,7688,0,30,40,2
27,7,151402,12,9,3,6,1,5,2,0,1573,70,40,1
37,5,184556,16,10,1,14,5,5,1,0,0,40,40,1
33,5,263561,16,10,3,4,1,5,2,0,0,60,40,2
19,5,177945,16,10,5,13,4,5,2,0,0,25,40,1
45,5,306889,10,13,3,5,6,5,1,0,0,40,40,2
54,3,54377,13,14,1,11,2,5,1,0,0,40,40,1
47,5,144351,12,9,1,4,5,5,2,0,625,40,40,1
22,5,95566,16,10,4,13,4,4,1,0,0,22,7,1
20,5,181675,12,9,5,9,2,5,2,0,0,40,40,1
36,5,172129,7,5,3,7,1,5,2,0,0,40,40,1
49,1,350759,12,9,3,1,1,5,2,0,0,40,40,1
58,7,105592,6,4,3,15,1,5,2,0,0,40,40,2
20,1,200061,16,10,5,1,4,5,1,0,0,40,1,1
34,6,200689,10,13,1,13,5,5,1,0,0,40,40,1
36,5,386726,13,14,3,11,6,5,1,0,1977,44,40,2
28,3,135567,10,13,5,2,2,3,1,4101,0,60,40,1
38,3,282753,9,11,1,5,4,5,2,0,0,40,40,1
32,5,137367,2,7,5,4,2,2,2,0,0,40,20,1
35,6,153976,12,9,3,5,1,5,2,0,0,60,40,1
51,6,96062,8,12,3,13,1,5,2,0,0,60,40,1
33,5,152933,16,10,5,5,2,5,2,0,0,45,40,1
71,5,97870,13,14,1,11,2,5,1,0,0,15,12,1
48,5,254291,13,14,3,11,1,5,2,0,0,40,40,2
53,7,101432,12,9,3,13,1,5,2,0,0,50,40,1
40,5,125776,9,11,3,2,1,5,2,0,0,40,40,2
64,7,165479,12,9,3,13,1,5,2,0,0,5,40,1
42,2,172307,12,9,3,2,1,5,2,0,0,48,40,2
25,5,176729,12,9,3,4,1,5,2,0,0,40,40,2
66,5,174276,16,10,7,13,5,5,1,0,0,50,40,2
59,2,48102,13,14,5,11,2,5,1,0,0,40,1,2
42,7,79531,16,10,3,5,1,5,2,0,0,55,40,2
24,5,306460,12,9,5,6,5,5,2,0,0,40,40,1
19,5,55284,12,9,5,7,4,5,1,0,0,25,40,1
26,5,172063,16,10,5,13,4,5,1,0,0,24,40,1
22,5,141028,12,9,5,9,4,3,2,0,0,30,40,1
33,5,37274,16,10,3,13,1,5,2,0,0,40,40,1
63,5,31389,2,7,5,6,2,5,2,0,0,12,40,1
20,5,415913,16,10,5,7,2,5,2,0,0,30,40,1
33,5,295591,5,3,4,4,2,5,2,0,0,40,27,1
57,1,202903,6,4,3,1,6,5,1,1173,0,45,34,1
56,5,159770,12,9,3,4,1,5,2,0,0,40,40,1
70,7,268832,9,11,3,6,1,5,2,0,0,24,40,2
42,5,126003,12,9,3,14,1,5,2,0,0,40,40,2
25,3,225193,10,13,5,11,2,3,1,0,0,40,40,1
28,5,297735,16,10,3,8,1,5,2,0,0,40,40,2
80,7,225892,12,9,3,9,1,5,2,1409,0,40,40,1
36,5,605502,1,6,5,15,2,3,1,0,0,40,40,1
37,5,174150,13,14,3,5,1,5,2,0,0,40,40,2
38,5,165466,12,9,3,2,1,5,2,0,0,60,40,2
52,8,189728,12,9,6,9,2,5,1,0,0,35,40,1
49,5,360491,12,9,7,2,5,5,1,0,0,40,40,1
30,5,115040,12,9,3,15,1,5,2,0,0,40,40,1
36,5,262688,16,10,3,13,1,3,2,7688,0,50,40,2
70,6,158437,15,15,3,11,1,5,2,0,0,35,40,2
55,5,41108,16,10,7,6,2,5,2,0,2258,62,40,2
25,5,149875,10,13,7,5,2,5,1,0,0,40,40,1
59,5,131916,12,9,3,8,6,5,1,0,0,40,23,2
22,5,60668,16,10,5,4,2,5,2,0,0,40,40,1
41,3,153132,8,12,6,4,2,5,2,0,0,50,40,1
62,5,155256,12,9,3,5,1,5,2,0,0,45,40,2
54,5,244770,12,9,5,2,3,5,1,0,0,40,40,1
38,5,312108,12,9,5,9,5,3,1,0,0,40,40,1
52,5,102828,12,9,3,11,1,5,2,7688,0,40,40,2
36,5,93225,2,7,3,8,1,5,2,0,0,40,40,1
74,6,231002,12,9,3,5,1,5,2,0,0,30,40,2
35,7,256992,5,3,3,9,6,5,1,0,0,15,27,1
41,5,118721,3,8,1,2,2,1,2,0,0,40,40,1
30,5,151989,9,11,3,14,6,5,1,0,0,40,40,1
25,5,109112,12,9,3,8,1,5,2,0,0,48,40,1
35,5,589809,16,10,5,5,2,5,2,13550,0,60,40,2
38,5,172538,10,13,3,5,1,5,2,15024,0,50,40,2
34,8,318982,13,14,3,8,1,5,2,0,1848,40,40,2
48,5,204629,13,14,3,5,1,5,2,0,0,50,40,2
50,7,99894,5,3,5,14,2,2,1,0,0,15,40,1
19,5,369463,12,9,5,2,4,5,1,0,0,40,40,1
51,5,79324,16,10,3,13,1,5,2,0,0,40,40,1
39,5,61178,10,13,1,2,5,5,2,0,0,40,40,1
20,5,204226,2,7,5,9,4,5,1,0,0,40,40,1
17,5,183110,2,7,5,7,4,5,2,0,0,16,40,1
42,5,96321,16,10,3,13,1,5,2,0,0,50,40,2
25,5,167031,16,10,5,9,3,4,1,0,0,25,8,1
36,5,108997,12,9,1,2,5,5,1,0,0,40,40,1
65,5,176796,11,16,7,11,2,5,1,0,0,40,40,1
32,7,134737,10,13,3,8,1,5,2,0,0,70,40,2
33,6,49795,10,13,5,11,2,5,2,0,0,45,40,1
32,8,131588,16,10,5,14,5,3,1,0,0,20,40,1
25,5,307643,12,9,3,15,1,5,2,0,0,40,40,1
41,3,351350,16,10,1,12,5,5,1,0,0,40,40,1
44,5,260761,12,9,3,4,1,5,2,0,0,40,40,2
72,5,156310,1,6,3,9,1,5,2,2414,0,12,40,1
36,5,207789,12,9,1,5,2,5,2,0,0,52,40,1
67,7,252842,12,9,3,6,1,5,2,1797,0,20,40,1
28,5,294936,12,9,3,15,1,5,2,4064,0,45,40,1
24,5,196269,2,7,3,7,1,4,2,0,0,40,40,1
17,5,46402,6,4,5,13,4,5,2,0,0,8,40,1
32,7,267161,10,13,1,5,5,3,1,0,0,30,40,1
67,5,160456,2,7,7,9,2,5,1,0,0,40,40,1
21,1,123983,16,10,5,1,3,2,2,0,0,10,41,1
51,5,123053,13,14,3,11,1,2,2,5013,0,40,20,1
32,5,426467,4,2,5,4,2,5,2,3674,0,40,14,1
39,5,269323,16,10,3,5,1,5,2,0,0,40,40,2
18,7,42857,16,10,5,4,2,5,1,0,0,35,40,1
50,7,183915,10,13,3,4,1,5,2,0,0,45,40,2
24,5,211391,1,6,5,13,2,5,1,0,0,15,40,1
21,3,193130,16,10,5,2,2,5,1,0,0,40,40,1
24,5,86745,10,13,5,2,3,2,1,0,0,16,40,1
34,5,226525,9,11,5,9,4,5,2,0,0,40,40,1
68,1,270339,1,6,3,1,1,5,2,0,0,35,40,1
49,7,343742,1,6,5,4,2,3,2,0,0,32,40,1
50,5,150975,12,9,1,8,2,1,1,0,0,40,40,1
33,5,207301,8,12,1,5,4,5,1,0,0,40,40,1
18,5,135924,16,10,5,2,4,5,2,0,0,40,40,1
45,5,184277,9,11,1,2,5,5,1,0,0,55,40,2
20,5,142233,12,9,5,13,2,5,1,0,0,35,40,1
46,6,120902,10,13,3,5,1,5,2,3103,0,37,40,2
64,3,158412,12,9,7,2,2,5,1,0,0,40,40,1
39,5,126161,11,16,5,11,2,5,2,0,0,45,40,1
35,5,149347,12,9,5,4,2,5,2,0,0,70,40,1
21,5,322674,16,10,5,9,2,5,2,0,0,32,40,1
29,5,55390,8,12,5,14,2,5,2,0,0,45,40,1
38,8,200904,10,13,3,5,6,3,1,0,0,30,40,2
45,5,166056,12,9,1,9,5,5,1,0,0,40,40,1
30,7,116666,13,14,1,11,2,2,2,0,0,50,20,2
41,5,168324,16,10,3,2,6,5,1,0,0,40,40,2
37,5,121772,12,9,5,4,2,2,2,0,0,40,18,1
45,5,126889,10,13,3,13,1,5,2,0,1887,60,40,2
20,1,401690,12,9,5,1,2,5,1,0,0,30,40,1
45,6,117605,12,9,3,5,1,5,2,0,0,48,40,2
20,2,410446,12,9,5,2,3,5,2,0,0,20,40,1
63,6,38472,16,10,7,13,2,5,1,14084,0,60,40,2
35,7,335704,16,10,3,5,1,5,2,0,0,40,40,1
24,5,70261,10,13,3,11,1,5,2,0,0,50,40,1
19,5,47577,16,10,5,15,2,5,2,0,0,50,40,1
23,5,117767,12,9,5,9,4,5,2,0,0,35,40,1
34,5,179641,10,13,5,11,2,5,1,0,0,45,40,1
23,1,343553,2,7,5,1,2,3,2,0,0,40,40,1
36,7,328466,5,3,3,15,1,5,2,0,0,50,27,2
46,5,265097,12,9,5,7,3,5,2,0,0,5,40,1
38,3,414791,10,13,3,5,1,5,2,0,0,42,40,2
55,3,48055,3,8,7,2,2,5,1,0,0,40,40,1
27,5,341672,16,10,5,2,3,2,2,0,0,40,20,1
48,5,266764,16,10,3,4,1,5,2,0,0,45,40,2
35,5,233571,12,9,1,9,4,5,1,0,0,50,40,1
53,5,126592,16,10,3,4,1,3,2,7688,0,40,40,2
47,5,70754,12,9,3,4,1,5,2,0,0,40,40,1
50,5,138852,16,10,1,4,2,5,2,4650,0,22,40,1
32,5,175856,16,10,3,13,1,5,2,0,0,40,40,1
40,5,193494,12,9,3,7,1,5,2,0,0,46,40,1
41,5,104334,16,10,3,13,1,5,2,0,0,50,40,2
47,2,197332,10,13,1,11,2,5,2,0,0,40,40,1
21,5,205844,16,10,5,13,4,3,1,0,0,25,40,1
45,3,206459,13,14,3,2,1,5,2,0,0,35,40,1
33,5,202822,6,4,5,9,5,3,1,0,0,14,39,1
68,9,174695,16,10,4,6,5,5,1,0,0,25,40,1
44,5,183342,15,15,3,5,1,5,2,0,0,55,40,2
49,5,105614,1,6,3,8,1,5,2,0,0,50,40,1
45,5,329603,11,16,3,11,1,5,2,0,0,40,32,2
41,5,77373,16,10,3,15,1,5,2,0,1848,65,40,2
29,5,207473,6,4,3,15,1,5,2,0,0,40,27,1
46,5,149161,16,10,3,5,1,2,2,0,0,60,1,1
19,5,311974,12,9,5,4,3,5,2,0,0,25,27,1
56,5,175127,1,6,3,7,1,5,2,0,0,40,40,1
55,7,111625,12,9,3,4,1,5,2,0,0,60,40,1
29,5,48895,12,9,5,4,2,5,2,0,0,50,40,1
21,5,27049,12,9,5,10,2,5,1,0,0,25,40,1
38,5,108907,12,9,1,4,2,5,2,0,0,40,1,1
52,5,94988,5,3,5,7,2,5,2,0,0,50,40,1
22,5,218343,12,9,5,9,4,5,1,0,0,40,40,1
20,5,227626,12,9,3,2,1,5,2,0,0,60,40,1
31,5,272856,12,9,5,4,4,3,2,0,0,50,10,1
39,5,30916,12,9,3,4,1,5,2,0,0,40,40,1
55,5,276229,16,10,1,14,2,5,1,0,0,40,40,1
35,5,289106,8,12,6,13,5,5,2,0,0,40,40,1
67,1,39100,12,9,3,1,6,5,1,0,0,5,40,1
45,5,192776,10,13,3,4,1,5,2,7298,0,55,40,2
61,5,147280,13,14,3,5,1,5,2,0,0,60,40,2
18,5,187770,12,9,5,7,4,5,2,0,0,30,40,1
51,8,213296,10,13,7,2,2,5,2,0,0,40,40,1
37,7,107410,12,9,3,8,1,5,2,0,0,40,40,1
21,1,170272,16,10,5,1,4,5,1,0,0,25,40,1
32,5,86808,16,10,5,9,4,5,1,0,0,38,40,1
48,5,149210,12,9,6,4,5,3,2,0,0,45,40,1
62,5,123411,6,4,3,15,1,5,2,0,0,53,40,1
21,1,306779,16,10,5,1,4,5,2,0,0,40,40,1
28,5,487347,12,9,5,15,2,5,2,0,0,45,40,1
19,5,283945,1,6,5,7,3,5,2,0,1602,45,40,1
20,5,375698,16,10,5,2,4,5,1,0,0,15,40,1
41,5,271753,10,13,3,6,1,5,2,0,0,40,40,1
29,5,251854,10,13,5,2,2,3,1,0,0,40,40,1
47,5,264052,10,13,3,5,1,5,2,15024,0,50,40,2
43,8,28451,10,13,3,11,1,5,2,0,0,37,40,2
20,5,282604,16,10,5,7,3,5,2,0,0,20,40,1
29,5,185908,10,13,3,5,1,3,2,0,0,55,40,2
51,2,198186,10,13,7,11,2,3,1,0,0,40,40,1
40,5,242521,9,11,3,4,1,5,2,0,0,40,40,2
26,5,337940,5,3,5,15,2,5,2,0,0,40,27,1
30,5,212064,10,13,5,11,4,5,1,0,0,40,40,1
36,5,129263,12,9,7,9,2,5,1,0,0,40,40,1
68,3,144761,12,9,7,12,2,5,2,0,1668,20,40,1
42,5,109912,16,10,5,14,2,5,1,0,0,40,40,2
41,5,113324,12,9,3,7,1,5,2,0,0,40,40,1
43,5,187795,10,13,3,5,1,5,2,0,0,45,40,2
20,5,173724,16,10,5,7,4,5,2,0,0,20,40,1
43,5,185129,10,13,1,14,4,5,2,0,0,40,40,1
53,5,73134,12,9,3,13,1,5,2,15024,0,60,40,2
45,5,236040,16,10,3,11,1,5,2,0,0,40,40,2
39,5,74194,12,9,5,6,5,5,2,0,0,40,40,1
31,3,102130,13,14,3,11,1,5,2,0,0,45,40,1
23,5,140915,16,10,5,13,3,2,2,0,0,25,31,1
69,1,107575,12,9,1,1,2,5,1,2964,0,35,40,1
38,8,34364,13,14,1,2,2,5,1,0,0,40,40,1
37,7,258037,12,9,3,15,1,5,2,0,0,45,6,2
18,5,391585,12,9,5,8,3,5,1,0,0,40,40,1
41,7,233130,12,9,3,5,1,5,2,0,0,45,27,1
30,5,101345,10,13,3,13,6,5,1,3103,0,55,40,2
23,1,32897,8,12,3,1,1,5,2,0,0,20,40,1
26,5,248612,10,13,5,11,4,5,2,0,0,30,40,1
37,5,212465,12,9,3,4,1,5,2,0,0,40,40,1
25,5,198587,16,10,5,14,2,3,1,2174,0,50,40,1
33,5,405913,16,10,3,11,1,5,2,0,0,40,30,2
37,5,588003,10,13,3,5,1,5,2,15024,0,40,40,2
31,5,46807,10,13,5,14,2,5,2,0,0,40,40,1
27,5,210498,16,10,3,5,1,5,2,0,0,80,40,1
35,5,206951,13,14,3,13,1,5,2,0,0,40,40,2
28,7,237466,16,10,3,2,6,5,1,0,0,30,40,2
59,5,279636,12,9,5,2,2,5,2,0,0,50,14,1
42,5,29320,10,13,3,11,1,5,2,0,0,40,40,1
