48842,14,,,,,,,,,,,,,,
A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15
44,5,2.3675e+05,13,14,1,5,2,5,2,10520,0,45,40,1
21,5,1.8764e+05,12,9,6,9,2,5,1,0,0,40,40,0
60,5,2.8292e+05,16,10,3,11,1,5,2,7298,0,40,40,1
46,5,5.0167e+05,1,6,1,8,5,3,2,0,0,40,40,0
44,2,29591,10,13,1,14,2,5,2,0,2258,40,40,1
21,5,3.0156e+05,12,9,5,9,4,5,1,0,0,19,40,0
18,5,1.8724e+05,2,7,5,7,4,5,2,0,0,18,40,0
39,5,2.1948e+05,10,13,3,11,6,5,1,5013,0,32,40,0
33,5,5.9419e+05,13,14,3,11,1,5,2,0,0,45,40,1
63,5,2.0047e+05,4,2,1,15,2,5,2,0,0,40,40,0
52,3,1.528e+05,12,9,3,12,1,5,2,0,0,52,40,1
17,5,2.3079e+05,7,5,5,13,4,3,2,0,0,22,40,0
45,6,3.1123e+05,15,15,3,11,1,5,2,0,1485,50,40,1
31,5,1.1469e+05,12,9,5,13,4,5,2,0,0,40,40,0
35,5,1.9459e+05,16,10,3,14,1,5,2,0,0,40,40,0
31,5,1.1469e+05,12,9,3,8,1,5,2,0,0,40,40,1
51,8,42017,16,10,1,11,2,5,1,0,0,40,40,0
48,3,3.8338e+05,12,9,3,4,1,5,2,0,0,60,40,0
28,5,29444,12,9,3,7,1,1,2,0,0,40,40,0
42,2,53727,12,9,3,15,1,5,2,0,0,40,1,0
38,5,2.7702e+05,16,10,1,2,5,5,1,0,0,40,5,0
43,3,1.1332e+05,10,13,3,11,1,5,2,0,0,40,40,1
30,5,3.4271e+05,12,9,3,7,1,5,2,0,0,40,40,0
24,5,1.792e+05,3,8,5,13,3,5,2,0,0,55,40,0
46,5,2.5147e+05,10,13,3,5,1,5,2,0,0,60,40,1
50,5,93730,1,6,3,15,1,5,2,0,0,60,40,0
22,5,37894,12,9,6,9,3,5,2,0,0,35,40,0
18,8,2.7292e+05,12,9,5,2,4,3,2,0,0,15,40,0
53,5,1.5141e+05,10,13,3,11,1,5,2,0,0,45,40,1
40,5,2.1065e+05,10,13,3,11,1,5,2,0,0,44,40,1
36,7,3.4749e+05,11,16,3,11,1,5,2,0,0,35,40,0
32,5,2.5588e+05,10,13,3,5,1,5,2,0,0,43,40,1
39,5,3.5684e+05,12,9,5,6,4,5,2,0,0,12,40,0
46,5,2.1616e+05,12,9,3,7,1,5,2,0,0,40,40,0
26,3,2.8878e+05,10,13,5,2,2,5,2,0,0,42,40,0
19,5,4.3978e+05,16,10,5,13,4,5,2,0,0,15,40,0
24,5,1.6164e+05,12,9,3,8,2,5,1,0,0,40,8,0
28,5,1.9052e+05,13,14,5,11,4,5,2,0,0,40,40,0
25,3,2.7625e+05,13,14,5,11,4,5,1,0,0,40,40,0
44,5,1.4726e+05,16,10,3,5,1,5,2,0,0,40,40,1
38,5,2.4509e+05,12,9,3,4,1,5,2,0,0,40,28,0
42,8,2.1968e+05,13,14,1,5,2,5,2,0,0,45,40,0
28,5,3.921e+05,12,9,3,4,4,5,2,0,0,40,40,0
36,5,3.5868e+05,10,13,5,5,3,5,2,0,0,50,1,0
47,5,2.6224e+05,10,13,5,13,2,3,2,0,0,60,40,1
46,5,1.7123e+05,12,9,3,8,1,5,2,3411,0,35,14,0
21,3,2.1844e+05,16,10,5,2,4,5,1,0,0,40,27,0
19,1,1.8261e+05,12,9,5,1,4,3,1,0,0,25,40,0
35,5,5.0946e+05,10,13,5,5,2,5,1,0,0,45,40,0
26,5,2.1326e+05,12,9,3,4,1,5,2,0,0,40,40,0
21,5,1.184e+05,16,10,5,9,2,5,1,0,0,30,40,0
67,7,45814,6,4,3,6,1,5,2,0,0,40,40,0
54,5,3.2973e+05,12,9,5,5,5,5,2,0,0,40,40,1
26,5,29957,13,14,5,14,3,5,2,0,0,25,40,0
51,5,2.1585e+05,10,13,1,11,2,5,1,0,0,50,40,0
27,5,3.2777e+05,16,10,1,4,2,5,2,0,0,45,40,0
27,5,4.0576e+05,12,9,3,4,1,5,2,0,0,40,1,1
39,5,80680,16,10,1,8,4,5,1,0,0,40,40,0
32,5,1.7779e+05,10,13,1,5,2,5,1,0,0,48,40,1
52,5,2.7351e+05,12,9,6,4,2,5,2,0,0,40,40,0
21,5,2.0237e+05,16,10,3,7,1,3,2,0,0,40,40,0
27,3,3.3278e+05,12,9,5,12,4,5,2,0,0,38,40,0
46,5,1.4964e+05,6,4,4,15,2,5,2,0,0,45,40,0
42,5,40151,9,11,3,9,1,5,2,0,0,30,40,0
79,6,1.8369e+05,10,13,3,13,1,5,2,0,0,20,40,1
50,2,32801,10,13,3,5,6,1,1,0,0,40,40,1
19,1,1.9528e+05,12,9,5,1,4,3,1,0,0,20,40,0
43,2,1.3403e+05,16,10,5,2,3,5,2,2174,0,40,40,0
51,3,96678,13,14,3,11,1,5,2,0,0,60,40,0
45,5,1.7453e+05,16,10,3,15,1,5,2,7298,0,50,40,1
65,5,1.8081e+05,12,9,6,12,2,5,2,991,0,20,40,0
66,5,1.8632e+05,10,13,3,13,1,5,2,0,0,5,40,1
36,7,2.5725e+05,9,11,3,6,1,5,2,0,0,99,40,0
26,5,2.128e+05,8,12,5,11,4,5,1,0,0,36,40,0
28,5,55360,16,10,5,13,2,3,2,0,0,50,40,0
39,7,1.9525e+05,15,15,3,11,1,5,2,0,0,45,40,1
43,5,45156,16,10,3,15,1,5,2,0,0,60,40,0
20,5,4.3547e+05,12,9,5,9,4,5,1,0,0,40,27,0
29,5,2.3129e+05,16,10,1,14,5,5,2,0,0,40,40,0
32,5,1.6885e+05,10,13,3,13,1,5,2,0,1848,50,40,1
44,7,1.8506e+05,10,13,1,5,2,5,1,3325,0,40,40,0
18,1,91670,16,10,5,1,4,2,1,0,0,40,40,0
60,5,1.6552e+05,16,10,3,7,1,5,2,0,0,40,40,0
34,5,73161,12,9,3,13,1,5,2,0,0,40,40,1
60,5,1.7879e+05,12,9,7,7,2,5,1,0,0,40,40,0
38,5,32897,2,7,1,13,5,5,1,0,0,40,40,0
29,5,2.5097e+05,9,11,3,8,1,5,2,0,0,40,40,0
41,5,41901,16,10,5,4,2,5,2,0,1408,40,40,0
49,5,3.7978e+05,10,13,1,5,2,5,1,0,0,40,40,0
37,5,2.1784e+05,5,3,6,9,5,5,1,0,0,40,27,0
37,7,1.3753e+05,11,16,5,11,2,5,1,0,2559,60,40,1
43,5,1.9896e+05,16,10,3,13,1,5,2,0,0,38,40,1
41,5,70645,13,14,7,11,2,5,1,4650,0,55,40,0
37,5,2.2064e+05,12,9,1,9,5,3,1,0,0,40,1,0
19,5,1.7508e+05,7,5,5,4,3,5,2,0,0,60,40,0
29,5,1.803e+05,16,10,3,15,1,5,2,0,0,35,40,0
40,7,5.4866e+05,12,9,3,4,1,5,2,0,0,15,40,0
53,5,2.7811e+05,6,4,3,5,1,5,2,0,0,40,40,1
27,5,3.9493e+05,10,13,3,13,1,5,2,0,0,55,40,0
44,7,1.2748e+05,12,9,3,4,1,5,2,7298,0,50,10,1
29,5,2.3694e+05,8,12,1,4,5,5,1,0,0,38,40,0
25,5,2.3299e+05,5,3,3,8,1,4,2,0,0,40,27,0
38,5,34378,12,9,3,13,1,5,2,0,0,55,40,0
48,6,81513,10,13,3,5,1,5,2,0,0,50,40,1
18,5,1.0678e+05,16,10,5,9,4,5,1,0,0,12,40,0
50,5,1.786e+05,12,9,1,4,5,5,2,0,1408,50,40,0
37,5,3.2903e+05,12,9,3,2,6,5,1,0,0,40,40,1
48,5,26490,10,13,7,9,5,5,1,0,0,20,40,0
50,5,3.3803e+05,16,10,5,9,2,5,2,0,0,32,40,0
74,1,1.693e+05,12,9,3,1,1,5,2,6767,0,6,40,0
24,5,21154,16,10,5,2,4,5,1,0,0,30,40,0
34,5,2.0945e+05,16,10,3,14,1,3,2,0,0,40,40,1
19,5,3.8914e+05,16,10,5,13,4,5,2,0,0,40,40,0
39,5,1.0126e+05,12,9,5,8,4,5,2,0,0,40,40,0
40,5,1.9827e+05,16,10,1,9,2,5,1,0,0,40,40,0
30,5,45781,12,9,5,2,5,5,1,0,0,40,40,0
27,5,1.3457e+05,12,9,5,2,2,5,2,0,0,40,40,0
23,1,2.8381e+05,7,5,1,1,2,5,1,0,0,35,40,0
68,1,2.8687e+05,6,4,7,1,2,5,1,0,1668,40,1,0
46,5,4.2281e+05,16,10,3,2,1,5,2,0,0,40,40,1
24,3,1.0328e+05,10,13,5,11,4,5,1,0,0,50,40,0
18,5,2.0187e+05,3,8,5,9,4,5,2,0,0,20,40,0
50,7,1.6773e+05,11,16,3,11,1,5,2,0,0,60,40,1
42,5,2.1152e+05,2,7,3,8,1,5,2,0,0,40,40,0
42,5,1.1821e+05,7,5,3,15,1,5,2,0,0,40,40,0
37,5,2.5985e+05,9,11,3,2,1,5,2,3471,0,40,40,0
57,5,98926,16,10,7,14,2,5,1,0,0,16,40,0
27,5,2.0735e+05,10,13,3,14,1,2,2,0,0,40,20,1
31,5,2.0661e+05,1,6,3,8,1,5,2,0,0,40,40,0
34,3,1.0451e+05,13,14,6,11,5,5,1,0,0,40,40,0
55,7,1.7035e+05,12,9,1,9,3,5,1,0,0,40,40,0
56,5,1.8388e+05,2,7,3,8,1,5,2,0,0,40,40,0
36,8,1.1096e+05,10,13,3,11,6,5,1,0,1672,38,40,0
35,8,1.5441e+05,16,10,5,6,4,5,2,0,0,40,40,0
63,1,2.5766e+05,13,14,5,1,2,5,1,0,0,3,40,0
28,5,2.7468e+05,13,14,5,11,2,5,2,0,0,50,40,0
38,5,2.5266e+05,10,13,1,5,2,5,2,0,0,40,40,0
30,6,3.5669e+05,12,9,3,7,1,5,2,0,0,60,40,0
18,5,2.0522e+05,16,10,5,9,4,5,1,0,0,20,40,0
35,5,2.4131e+05,9,11,3,14,1,5,2,0,0,40,40,1
53,5,1.3913e+05,12,9,1,9,2,5,1,0,0,40,40,0
46,5,1.7562e+05,15,15,1,11,5,5,1,0,0,40,40,0
45,5,2.0646e+05,16,10,3,2,1,5,2,0,0,40,40,0
35,5,1.7612e+05,1,6,3,9,1,2,2,0,0,60,20,0
41,5,1.1148e+05,12,9,5,2,4,5,2,0,0,40,40,0
60,7,1.0612e+05,12,9,3,13,1,5,2,0,0,70,40,1
18,5,77845,16,10,5,2,4,5,2,0,1602,15,40,0
19,5,1.6209e+05,12,9,5,8,4,5,2,0,0,40,40,0
24,5,2.1647e+05,12,9,3,8,1,5,2,0,1579,50,40,0
56,3,3.8196e+05,10,13,3,11,1,5,2,15024,0,40,40,1
28,5,1.4528e+05,12,9,1,15,2,5,2,0,0,70,40,0
29,5,2.4248e+05,12,9,5,9,2,5,2,0,0,32,40,0
35,7,1.6019e+05,16,10,5,4,4,5,2,0,0,40,40,0
27,1,2.807e+05,16,10,5,1,5,5,1,0,0,40,40,0
55,5,1.7594e+05,11,16,3,11,1,5,2,0,1977,55,1,1
18,5,1.5695e+05,12,9,5,2,4,5,2,0,0,35,40,0
53,5,2.1557e+05,12,9,5,4,2,5,2,0,0,40,40,0
26,5,1.7359e+05,13,14,3,8,1,5,2,0,0,20,3,0
55,5,1.9337e+05,16,10,3,14,1,5,2,0,0,40,40,1
45,3,3.3404e+05,16,10,3,5,1,5,2,0,0,40,40,1
28,5,3.3766e+05,12,9,5,8,4,5,2,0,0,40,40,0
32,5,1.135e+05,10,13,3,5,1,5,2,0,0,40,40,1
27,5,1.7707e+05,12,9,5,7,4,5,2,0,0,40,40,0
35,5,1.745e+05,12,9,1,4,2,5,1,0,0,40,40,0
36,5,2.1481e+05,12,9,1,7,5,5,1,0,0,37,40,0
41,5,2.226e+05,10,13,3,13,1,5,2,15024,0,45,40,1
23,5,1.0034e+05,10,13,5,13,4,5,2,0,0,20,40,0
22,5,4.0923e+05,3,8,5,15,3,5,2,0,0,40,40,0
36,7,1.125e+05,15,15,1,11,5,5,2,25236,0,40,40,1
65,6,1.1592e+05,10,13,3,5,1,5,2,0,0,40,40,1
59,1,3.7505e+05,12,9,3,1,1,5,2,0,0,41,40,1
25,5,2.4356e+05,12,9,5,13,4,5,1,0,0,40,5,0
33,3,1.8297e+05,16,10,3,12,1,5,2,0,1887,40,40,1
31,5,1.2722e+05,16,10,3,13,1,5,2,0,0,40,40,0
50,8,2.7624e+05,10,13,3,5,1,5,2,0,0,40,40,1
49,8,1.7511e+05,16,10,3,11,1,5,2,0,0,50,40,1
43,5,4.9808e+05,10,13,1,5,5,5,1,0,0,40,40,0
23,2,3.4439e+05,16,10,3,2,3,5,1,0,0,40,40,0
34,5,99872,13,14,3,5,1,2,2,3103,0,40,20,1
23,5,2.453e+05,16,10,1,13,4,3,1,0,0,40,40,0
63,5,43313,1,6,3,4,1,5,2,0,0,40,40,0
33,5,1.8847e+05,12,9,5,6,2,5,2,0,0,40,40,0
51,6,3.5128e+05,10,13,1,6,5,5,2,0,0,50,40,0
31,5,1.8225e+05,12,9,1,4,2,5,2,0,0,45,40,0
32,5,79870,16,10,3,5,4,5,1,2597,0,40,25,0
48,1,3.5382e+05,16,10,3,1,1,5,2,0,0,40,1,1
31,5,3.8712e+05,16,10,5,2,2,3,1,0,0,36,24,0
47,5,34248,9,11,3,13,1,5,2,0,0,40,40,1
54,8,1.9874e+05,16,10,3,12,1,5,2,0,0,40,40,1
23,5,32950,16,10,5,13,2,5,2,0,0,40,40,0
34,5,3.8115e+05,12,9,3,5,1,5,2,0,0,40,40,1
46,5,1.0007e+05,2,7,3,9,6,3,1,0,0,35,40,1
34,5,2.0878e+05,8,12,1,13,2,5,2,0,0,50,40,1
31,5,61559,12,9,5,9,2,5,2,0,0,50,40,0
41,5,1.7645e+05,12,9,3,14,1,5,2,0,0,40,30,0
41,1,1.287e+05,12,9,5,1,4,5,1,0,0,40,40,0
27,7,3.2852e+05,9,11,5,11,3,5,2,0,0,30,40,0
30,1,2.012e+05,2,7,5,1,4,3,1,0,0,40,40,0
23,5,3.7855e+05,16,10,5,4,4,5,2,0,0,40,40,0
24,3,2.1221e+05,8,12,5,2,4,5,1,0,0,20,1,0
59,2,1.7866e+05,8,12,3,2,1,5,2,0,0,40,40,0
56,5,2.3583e+05,12,9,3,4,1,5,2,5013,0,40,40,0
35,7,22641,12,9,3,15,1,1,2,0,0,40,40,0
59,5,3.1603e+05,12,9,3,9,1,5,2,0,0,45,6,0
47,5,4.3152e+05,9,11,3,4,1,5,2,0,0,40,40,1
51,7,1.4977e+05,12,9,1,13,2,5,1,0,0,44,40,0
42,5,1.6592e+05,10,13,1,2,5,5,1,0,0,45,40,0
29,2,1.0741e+05,16,10,4,2,4,5,1,0,0,40,40,0
23,5,2.1796e+05,12,9,5,4,5,5,2,0,0,45,29,0
43,7,3.5039e+05,12,9,3,4,1,5,2,0,0,60,40,0
46,5,3.2537e+05,16,10,3,5,1,5,2,0,0,40,40,0
30,5,1.5672e+05,16,10,6,2,2,5,1,0,0,40,40,0
23,5,2.1647e+05,16,10,5,14,4,5,1,0,0,20,40,0
29,8,1.0697e+05,13,14,5,11,2,5,1,0,0,35,40,0
33,5,1.3193e+05,12,9,1,5,2,5,1,0,0,45,40,0
33,3,3.6591e+05,12,9,3,9,1,3,2,2105,0,40,40,0
46,3,3.5919e+05,16,10,1,2,5,5,1,0,0,45,40,0
35,5,2.6101e+05,16,10,4,2,2,3,1,0,0,40,40,0
36,5,2.7294e+05,10,13,3,5,1,5,2,0,1887,40,40,1
25,5,1.1365e+05,12,9,6,5,5,5,1,0,0,37,40,0
35,5,2.1896e+05,10,13,3,13,1,5,2,0,0,40,40,0
30,5,1.1596e+05,6,4,5,8,5,5,2,0,0,42,40,0
39,5,80638,16,10,3,9,1,2,2,0,0,84,40,1
37,5,1.4726e+05,16,10,3,4,1,5,2,0,0,55,40,0
22,5,2.1464e+05,12,9,5,8,2,5,2,0,0,42,40,0
25,5,2.0032e+05,12,9,3,15,1,5,2,0,0,60,40,0
50,5,1.3827e+05,12,9,3,13,6,3,1,0,0,40,40,0
64,2,3.8859e+05,15,15,3,11,1,5,2,15024,0,45,1,1
33,5,1.0344e+05,9,11,6,11,2,5,2,0,0,45,40,0
59,6,1.332e+05,5,3,3,6,1,5,2,0,0,40,23,0
24,5,1.7518e+05,12,9,5,2,2,5,1,0,0,40,40,0
41,5,99870,10,13,3,13,1,5,2,0,0,55,40,0
38,1,1.0748e+05,7,5,5,1,4,5,1,0,0,12,40,0
60,5,1.1344e+05,10,13,1,5,4,5,2,0,0,60,40,0
19,5,85690,12,9,5,8,5,5,2,0,0,30,40,0
23,5,45713,16,10,5,4,3,5,2,0,0,40,40,0
57,6,3.7623e+05,13,14,3,13,1,5,2,99999,0,40,40,1
36,5,1.4558e+05,13,14,3,2,1,5,2,0,1977,40,25,1
17,1,67808,1,6,5,1,4,5,2,0,0,40,40,0
24,5,1.1394e+05,10,13,5,11,4,5,2,0,0,40,40,0
32,5,1.5829e+05,12,9,3,4,1,5,2,0,0,50,40,1
27,5,1.939e+05,10,13,3,13,1,5,2,0,0,45,40,1
43,5,1.9198e+05,9,11,5,2,4,5,1,0,0,55,40,0
21,1,72953,16,10,5,1,4,5,2,0,0,40,40,0
54,5,2.7116e+05,9,11,7,5,2,5,1,0,0,40,40,0
22,5,33087,12,9,3,6,1,5,2,0,0,45,40,0
29,5,1.0615e+05,12,9,5,4,2,5,2,0,0,50,40,0
22,5,29444,3,8,5,6,2,1,2,0,0,50,40,0
37,5,1.0502e+05,10,13,3,13,1,5,2,0,0,50,40,1
38,7,2.3904e+05,11,16,3,11,1,5,2,0,0,50,40,1
34,5,94413,16,10,3,7,1,5,2,0,0,40,40,0
45,5,20534,16,10,3,8,1,5,2,0,0,84,40,1
28,5,3.5025e+05,4,2,5,10,2,5,1,0,0,40,27,0
68,5,1.9475e+05,11,16,1,11,2,5,1,0,0,40,6,0
36,5,2.6904e+05,12,9,3,8,1,2,2,0,0,40,26,0
20,5,4.4749e+05,7,5,5,9,5,5,2,0,0,30,27,0
24,5,2.6771e+05,16,10,5,4,4,5,1,0,0,45,40,0
38,5,1.9822e+05,16,10,1,5,5,5,1,0,0,40,40,0
32,5,2.2793e+05,10,13,5,5,2,5,1,0,0,40,40,0
34,5,2.5265e+05,16,10,3,11,1,5,2,7298,0,50,40,1
47,5,2.2334e+05,12,9,7,2,2,5,1,2174,0,40,10,0
28,5,1.8178e+05,10,13,5,9,2,5,1,0,0,50,40,0
32,5,1.326e+05,15,15,3,11,1,5,2,0,0,40,40,1
58,5,2.0541e+05,12,9,3,8,1,5,2,0,0,40,40,0
64,6,1.8591e+05,15,15,3,11,1,5,2,99999,0,35,40,1
38,5,2.9257e+05,16,10,5,13,4,5,1,0,0,50,40,0
43,5,76460,12,9,5,2,2,5,1,0,0,40,40,0
28,5,2.9516e+05,3,8,1,6,2,5,2,0,0,40,40,0
21,5,27255,16,10,5,2,4,5,2,0,0,40,1,0
23,5,69847,10,13,5,11,4,2,1,0,0,20,40,0
25,5,1.0499e+05,7,5,5,7,4,3,2,2907,0,40,40,0
41,5,3.2298e+05,12,9,6,2,2,3,2,2354,0,40,40,0
24,1,3.9061e+05,12,9,5,1,2,5,1,0,0,36,40,0
41,5,3.1754e+05,16,10,3,4,1,3,2,0,0,40,40,0
27,5,1.9568e+05,10,13,3,11,1,5,2,0,0,40,40,0
54,5,4.665e+05,6,4,7,9,5,5,2,0,0,30,40,0
28,3,2.2075e+05,12,9,6,15,4,5,1,0,0,25,40,0
29,5,2.0288e+05,6,4,3,6,1,5,2,0,2042,40,40,0
36,5,3.4348e+05,12,9,1,4,2,5,2,0,0,30,40,0
41,6,93227,10,13,3,5,1,2,2,0,1977,60,37,1
60,7,38622,16,10,3,5,1,5,2,0,0,40,40,0
34,8,1.7373e+05,13,14,3,5,1,5,2,0,0,38,40,0
32,5,1.7862e+05,12,9,5,9,2,3,1,0,0,40,1,0
27,5,3.0078e+05,16,10,3,13,6,5,1,0,0,42,40,1
60,5,2.2464e+05,1,6,3,13,1,5,2,0,0,40,40,0
39,5,1.915e+05,9,11,3,4,1,5,2,0,0,40,40,0
59,5,61885,3,8,1,15,3,3,2,0,0,35,40,0
34,7,2.1389e+05,11,16,3,11,1,5,2,0,0,32,3,1
36,5,3.314e+05,9,11,3,5,1,5,2,0,0,40,40,0
54,5,1.451e+05,16,10,3,13,1,5,2,0,0,40,40,1
48,5,1.2308e+05,9,11,3,14,1,5,2,0,0,40,40,1
19,5,2.168e+05,6,4,5,9,4,5,2,0,0,33,40,0
40,5,1.8829e+05,15,15,3,11,1,5,2,0,0,40,40,1
25,5,33610,12,9,5,7,2,5,2,0,0,45,40,0
39,5,2.349e+05,8,12,6,2,5,5,2,0,0,40,40,0
34,7,3.4915e+05,16,10,3,4,1,5,2,0,0,40,40,0
30,5,1.6844e+05,12,9,6,9,5,5,1,0,0,30,40,0
43,5,2.1186e+05,12,9,5,9,5,3,1,0,0,24,40,0
35,5,1.9396e+05,10,13,3,11,1,2,2,0,0,40,31,1
36,3,52532,11,16,3,11,1,5,2,0,1887,50,40,1
59,7,75804,12,9,3,6,1,5,2,0,0,65,40,1
33,7,1.7618e+05,12,9,3,4,1,5,2,0,0,40,40,0
22,5,3.0678e+05,16,10,5,7,4,5,2,0,0,50,40,0
48,5,2.6519e+05,12,9,3,4,1,5,2,0,0,45,40,0
54,5,1.3935e+05,12,9,7,2,5,5,1,0,0,40,40,0
49,5,1.0768e+05,16,10,1,2,2,5,1,0,0,38,40,0
37,5,34173,10,13,5,14,2,5,1,0,0,40,40,0
45,5,1.2838e+05,12,9,3,8,1,3,2,0,0,40,40,0
51,6,1.9564e+05,16,10,6,13,2,5,1,0,0,40,40,0
46,5,59287,16,10,3,4,1,5,2,0,0,40,40,0
31,7,1.6244e+05,10,13,3,5,6,5,1,0,0,40,40,1
29,1,3.506e+05,1,6,5,1,4,5,1,0,0,38,40,0
39,5,3.4474e+05,16,10,3,2,4,3,1,0,0,50,40,1
35,5,1.1208e+05,12,9,3,7,1,5,2,5013,0,40,40,0
26,5,1.768e+05,10,13,5,2,4,5,1,0,0,40,40,1
51,5,1.3782e+05,16,10,3,2,1,5,2,7298,0,40,40,1
31,5,3.0962e+05,13,14,3,11,1,2,2,0,0,6,36,0
39,5,3.3688e+05,12,9,3,8,1,5,2,0,0,40,40,1
26,5,2.066e+05,2,7,5,9,3,5,2,0,0,30,27,0
25,5,1.9305e+05,10,13,3,14,1,5,2,0,0,35,40,0
61,2,2.2906e+05,16,10,3,2,1,5,2,0,1887,40,40,1
49,5,62793,12,9,1,13,4,5,1,0,0,40,40,0
53,5,2.6494e+05,10,13,5,11,2,5,1,0,0,45,27,0
52,5,3.7055e+05,14,1,3,8,1,5,2,0,0,40,9,0
52,5,1.6368e+05,12,9,3,15,1,5,2,0,0,55,40,0
74,1,89667,10,13,7,1,2,4,1,0,0,35,40,0
50,5,5.5849e+05,12,9,1,2,2,3,2,0,0,40,40,0
29,5,1.2468e+05,10,13,5,13,2,5,1,13550,0,35,40,1
76,5,2.0884e+05,6,4,7,12,2,5,2,0,0,30,40,0
19,5,95078,12,9,5,2,4,5,1,0,0,15,40,0
25,5,1.6968e+05,12,9,3,15,1,5,2,0,0,40,40,0
45,5,1.0132e+05,12,9,1,2,5,5,1,0,0,40,40,0
34,5,1.6891e+05,8,12,1,2,4,5,1,0,0,35,40,0
20,5,2.1258e+05,16,10,5,9,4,5,1,0,0,16,40,0
66,1,1.7062e+05,13,14,7,1,2,5,2,0,0,6,40,0
63,1,1.7053e+05,10,13,3,1,6,3,1,0,0,45,40,0
27,5,99897,16,10,3,14,1,5,2,0,0,40,40,0
41,5,1.0489e+05,16,10,3,2,1,5,2,2829,0,40,40,0
43,5,1.7522e+05,12,9,3,9,1,5,2,0,0,60,28,0
23,5,1.497e+05,12,9,5,2,4,5,1,0,0,40,40,0
37,2,2.1454e+05,16,10,1,2,5,3,1,0,0,40,40,0
31,5,1.6732e+05,10,13,3,5,1,5,2,0,0,40,40,0
33,8,43716,16,10,3,4,1,5,2,0,0,4,40,0
28,5,1.9194e+05,8,12,5,13,4,5,2,0,0,20,40,0
70,1,1.5864e+05,12,9,7,1,2,5,1,2993,0,20,40,0
35,5,3.3861e+05,16,10,1,2,5,5,1,0,0,40,40,0
41,5,1.3642e+05,8,12,3,14,1,5,2,0,0,75,40,1
17,5,72321,2,7,5,9,3,5,1,0,0,12,40,0
41,3,1.8996e+05,10,13,3,11,6,3,1,0,0,40,40,1
44,5,4.0378e+05,9,11,1,13,2,5,2,0,0,45,40,0
47,5,4.5666e+05,6,4,3,4,1,5,2,0,0,40,27,0
24,5,2.7904e+05,12,9,5,7,4,3,2,0,0,40,40,0
38,7,65716,9,11,1,9,5,5,1,0,0,40,40,0
34,5,1.8981e+05,16,10,3,5,1,3,2,0,0,52,24,0
62,3,2.2364e+05,12,9,1,9,2,3,1,0,0,35,40,0
27,3,1.9934e+05,12,9,3,2,1,5,2,0,0,38,40,0
59,5,1.3934e+05,16,10,3,2,6,5,1,0,0,40,40,1
35,5,1.191e+05,13,14,3,5,1,5,2,0,0,40,40,0
38,5,1.9502e+05,12,9,6,9,5,3,1,0,0,32,40,0
28,5,1.8672e+05,16,10,5,9,4,5,1,0,0,50,40,0
28,5,3.2892e+05,12,9,5,2,3,5,1,0,0,38,40,0
59,8,1.5947e+05,7,5,3,15,1,5,2,0,0,40,40,0
42,5,1.3866e+05,16,10,6,2,4,5,1,0,0,40,40,0
54,3,2.8634e+05,13,14,5,11,2,5,1,0,0,32,40,1
39,5,1.8170e+05,12,9,3,11,1,5,2,0,0,45,40,0
41,5,1.9388e+05,10,13,3,6,1,5,2,0,0,40,40,0
43,5,2.165e+05,10,13,1,2,5,5,1,0,0,40,12,0
32,6,1.2492e+05,10,13,3,9,1,2,2,0,0,50,21,1
62,5,1.0946e+05,16,10,6,13,5,5,1,0,1617,33,40,0
58,5,2.5627e+05,12,9,1,2,2,5,1,0,0,40,40,0
43,5,3.2638e+05,12,9,1,4,2,5,2,0,0,40,40,0
67,1,1.75e+05,16,10,3,1,1,5,2,0,2457,40,40,0
31,5,2.4314e+05,12,9,1,8,5,5,1,0,0,40,40,0
51,3,1.5512e+05,13,14,3,11,6,5,1,0,0,70,40,1
54,5,1.8961e+05,10,13,5,9,4,3,1,0,0,36,40,0
20,5,39478,16,10,5,8,2,5,2,0,0,70,40,0
35,5,2.0695e+05,16,10,3,13,1,5,2,0,0,40,40,1
22,5,1.2765e+05,12,9,5,9,4,5,1,0,0,36,40,0
38,5,2.343e+05,10,13,1,5,2,5,2,6849,0,60,40,0
42,5,1.823e+05,12,9,3,5,1,5,2,0,0,40,40,0
44,8,1.666e+05,13,14,3,2,1,5,2,0,0,40,40,1
28,7,33363,12,9,3,6,1,5,2,0,0,70,40,1
74,6,1.6754e+05,16,10,3,5,1,5,2,0,0,35,40,1
34,5,1.7938e+05,12,9,3,5,6,3,1,0,0,40,40,0
50,8,2.9755e+05,12,9,3,11,1,5,2,0,0,52,40,0
50,5,1.9836e+05,9,11,7,5,5,5,1,0,0,40,40,0
43,5,2.405e+05,12,9,3,7,1,5,2,0,0,40,40,0
29,7,1.6966e+05,12,9,3,4,1,5,2,0,0,40,40,0
30,1,1.6494e+05,12,9,6,1,5,3,1,0,0,25,40,0
61,5,2.1049e+05,12,9,3,5,1,5,2,0,0,50,40,1
21,5,1.5484e+05,16,10,5,2,4,2,1,0,0,40,41,0
27,5,3.333e+05,10,13,5,9,2,5,2,0,0,30,1,0
47,5,1.9279e+05,11,16,3,11,1,5,2,0,0,40,21,1
39,5,49436,8,12,1,11,5,5,1,0,1380,40,40,0
33,5,1.3633e+05,12,9,3,4,1,5,2,0,0,40,40,0
